data_y_1,data_y_2,data_y_3,data_y_4,data_x_1,data_x_2,data_x_3,data_x_4
5035.32,5035.32,599.14,621.03,558.255,558.255,558.255,558.255
4721.2,4721.2,533.6,544.19,558.681,558.681,558.681,558.681
4635.33,4635.33,531.34,605.21,559.107,559.107,559.107,559.107
4224.04,4224.04,531.34,526.12,559.533,559.533,559.533,559.533
4169.81,4169.81,524.56,553.23,559.958,559.958,559.958,559.958
4282.8,4282.8,562.98,514.82,560.384,560.384,560.384,560.384
3914.45,3914.45,449.99,480.92,560.81,560.81,560.81,560.81
3857.95,3857.95,501.96,458.32,561.236,561.236,561.236,561.236
4027.44,4027.44,542.64,467.36,561.661,561.661,561.661,561.661
4307.66,4307.66,472.59,471.88,562.087,562.087,562.087,562.087
4359.63,4359.63,517.78,611.99,562.513,562.513,562.513,562.513
4346.07,4346.07,474.85,494.48,562.938,562.938,562.938,562.938
4242.12,4242.12,538.12,546.45,563.364,563.364,563.364,563.364
4199.18,4199.18,490.67,492.22,563.789,563.789,563.789,563.789
4330.25,4330.25,486.15,557.75,564.214,564.214,564.214,564.214
4334.77,4334.77,540.38,519.34,564.64,564.64,564.64,564.64
4364.15,4364.15,565.24,537.42,565.065,565.065,565.065,565.065
4334.77,4334.77,492.92,514.82,565.49,565.49,565.49,565.49
4425.17,4425.17,526.82,514.82,565.915,565.915,565.915,565.915
4468.1,4468.1,542.64,560.01,566.34,566.34,566.34,566.34
4737.02,4737.02,623.99,514.82,566.765,566.765,566.765,566.765
4630.81,4630.81,461.29,560.01,567.19,567.19,567.19,567.19
4759.62,4759.62,506.48,526.12,567.615,567.615,567.615,567.615
5207.07,5207.07,508.74,634.59,568.04,568.04,568.04,568.04
4877.13,4877.13,454.51,526.12,568.464,568.464,568.464,568.464
5042.1,5042.1,504.22,566.79,568.889,568.889,568.889,568.889
5274.86,5274.86,572.02,652.67,569.314,569.314,569.314,569.314
5636.43,5636.43,567.5,625.55,569.738,569.738,569.738,569.738
5701.97,5701.97,644.33,607.47,570.163,570.163,570.163,570.163
5505.36,5505.36,549.42,657.19,570.587,570.587,570.587,570.587
5322.32,5322.32,633.03,564.53,571.012,571.012,571.012,571.012
5107.63,5107.63,612.7,616.51,571.436,571.436,571.436,571.436
5704.23,5704.23,619.48,607.47,571.86,571.86,571.86,571.86
5548.3,5548.3,522.3,589.39,572.285,572.285,572.285,572.285
5037.58,5037.58,547.16,691.08,572.709,572.709,572.709,572.709
5019.5,5019.5,553.94,541.93,573.133,573.133,573.133,573.133
4829.68,4829.68,596.88,535.16,573.557,573.557,573.557,573.557
4549.46,4549.46,443.21,553.23,573.981,573.981,573.981,573.981
4445.5,4445.5,501.96,553.23,574.405,574.405,574.405,574.405
4257.94,4257.94,587.84,501.26,574.829,574.829,574.829,574.829
4578.83,4578.83,594.62,503.52,575.253,575.253,575.253,575.253
4276.02,4276.02,504.22,530.64,575.677,575.677,575.677,575.677
4248.9,4248.9,531.34,526.12,576.1,576.1,576.1,576.1
4187.88,4187.88,542.64,562.27,576.524,576.524,576.524,576.524
4007.1,4007.1,490.67,596.17,576.948,576.948,576.948,576.948
4090.71,4090.71,461.29,569.05,577.371,577.371,577.371,577.371
4070.37,4070.37,488.41,532.9,577.795,577.795,577.795,577.795
4111.05,4111.05,556.2,539.68,578.218,578.218,578.218,578.218
4321.21,4321.21,572.02,508.04,578.641,578.641,578.641,578.641
4153.99,4153.99,513.26,508.04,579.065,579.065,579.065,579.065
4226.3,4226.3,585.58,566.79,579.488,579.488,579.488,579.488
4348.33,4348.33,576.54,575.83,579.911,579.911,579.911,579.911
4120.09,4120.09,547.16,663.97,580.334,580.334,580.334,580.334
4205.96,4205.96,558.46,652.67,580.757,580.757,580.757,580.757
4569.8,4569.8,587.84,648.15,581.18,581.18,581.18,581.18
4389.01,4389.01,574.28,546.45,581.603,581.603,581.603,581.603
4906.51,4906.51,614.96,682.04,582.026,582.026,582.026,582.026
6144.89,6144.89,700.83,767.92,582.449,582.449,582.449,582.449
7177.64,7177.64,700.83,887.69,582.872,582.872,582.872,582.872
7426.22,7426.22,802.52,898.99,583.295,583.295,583.295,583.295
6581.04,6581.04,854.5,939.66,583.717,583.717,583.717,583.717
6226.25,6226.25,906.47,971.3,584.14,584.14,584.14,584.14
6890.64,6890.64,1423.97,1506.88,584.563,584.563,584.563,584.563
16797.72,16797.72,6156.05,7310.12,584.985,584.985,584.985,584.985
33070.74,33070.74,14512.9,16735.86,585.408,585.408,585.408,585.408
42858.05,42858.05,19547.79,22848.69,585.83,585.83,585.83,585.83
38966.63,38966.63,17787.39,20921.06,586.252,586.252,586.252,586.252
27534.16,27534.16,11927.65,14128.02,586.675,586.675,586.675,586.675
20732.08,20732.08,8544.69,10060.33,587.097,587.097,587.097,587.097
16144.63,16144.63,6232.89,7217.47,587.519,587.519,587.519,587.519
14526.6,14526.6,4899.59,5793.77,587.941,587.941,587.941,587.941
14827.15,14827.15,5021.62,5866.09,588.363,588.363,588.363,588.363
14650.89,14650.89,4818.23,5452.54,588.785,588.785,588.785,588.785
13021.55,13021.55,4183.22,4679.68,589.207,589.207,589.207,589.207
11107.48,11107.48,2820.55,3294.4,589.629,589.629,589.629,589.629
9846.49,9846.49,2316.61,2582.56,590.051,590.051,590.051,590.051
8560.65,8560.65,1749.39,1990.48,590.473,590.473,590.473,590.473
7265.77,7265.77,1322.28,1439.09,590.894,590.894,590.894,590.894
6074.84,6074.84,1017.2,1061.7,591.316,591.316,591.316,591.316
5051.14,5051.14,666.93,871.87,591.738,591.738,591.738,591.738
4881.65,4881.65,707.61,673.0,592.159,592.159,592.159,592.159
4653.41,4653.41,601.4,652.67,592.581,592.581,592.581,592.581
5127.97,5127.97,617.22,670.75,593.002,593.002,593.002,593.002
6357.32,6357.32,764.1,844.75,593.423,593.423,593.423,593.423
7451.08,7451.08,859.02,957.74,593.845,593.845,593.845,593.845
10058.92,10058.92,2049.95,2381.43,594.266,594.266,594.266,594.266
12454.33,12454.33,3692.84,4178.0,594.687,594.687,594.687,594.687
13817.01,13817.01,4504.12,5226.56,595.108,595.108,595.108,595.108
12510.83,12510.83,4190.0,4736.17,595.529,595.529,595.529,595.529
9681.53,9681.53,3093.99,3359.94,595.95,595.95,595.95,595.95
7912.08,7912.08,2183.28,2535.1,596.371,596.371,596.371,596.371
6673.69,6673.69,1699.67,1836.82,596.792,596.792,596.792,596.792
5853.38,5853.38,1498.55,1656.03,597.213,597.213,597.213,597.213
6167.49,6167.49,1577.64,1665.07,597.634,597.634,597.634,597.634
6556.18,6556.18,1625.1,1893.31,598.055,598.055,598.055,598.055
6382.18,6382.18,1487.25,1775.8,598.475,598.475,598.475,598.475
5930.21,5930.21,1263.53,1326.1,598.896,598.896,598.896,598.896
5713.27,5713.27,1030.76,1217.62,599.317,599.317,599.317,599.317
5433.05,5433.05,904.21,1072.99,599.737,599.737,599.737,599.737
5311.02,5311.02,732.47,808.59,600.157,600.157,600.157,600.157
5222.89,5222.89,718.91,813.11,600.578,600.578,600.578,600.578
5381.07,5381.07,696.31,682.04,600.998,600.998,600.998,600.998
5200.29,5200.29,626.25,618.77,601.418,601.418,601.418,601.418
5236.44,5236.44,572.02,654.93,601.839,601.839,601.839,601.839
5297.46,5297.46,621.74,736.28,602.259,602.259,602.259,602.259
5656.77,5656.77,953.93,1140.79,602.679,602.679,602.679,602.679
7150.52,7150.52,1552.78,1735.12,603.099,603.099,603.099,603.099
7792.31,7792.31,2095.14,2363.36,603.519,603.519,603.519,603.519
7810.39,7810.39,2063.51,2309.12,603.939,603.939,603.939,603.939
7089.5,7089.5,1771.99,1915.91,604.359,604.359,604.359,604.359
6619.46,6619.46,1247.71,1570.16,604.779,604.779,604.779,604.779
6239.81,6239.81,1125.68,1253.78,605.198,605.198,605.198,605.198
5851.12,5851.12,953.93,1079.77,605.618,605.618,605.618,605.618
5096.33,5096.33,748.29,786.0,606.038,606.038,606.038,606.038
5062.44,5062.44,694.05,729.5,606.457,606.457,606.457,606.457
5365.25,5365.25,761.84,998.42,606.877,606.877,606.877,606.877
7652.2,7652.2,2029.61,2390.47,607.296,607.296,607.296,607.296
10368.51,10368.51,3353.87,3881.96,607.716,607.716,607.716,607.716
11423.85,11423.85,3932.38,4571.21,608.135,608.135,608.135,608.135
9887.17,9887.17,3358.39,3940.72,608.554,608.554,608.554,608.554
8149.36,8149.36,2727.89,3100.06,608.973,608.973,608.973,608.973
10721.05,10721.05,3973.06,4528.27,609.393,609.393,609.393,609.393
15577.42,15577.42,6298.42,7244.58,609.812,609.812,609.812,609.812
18230.45,18230.45,7432.86,8550.76,610.231,610.231,610.231,610.231
16210.17,16210.17,6526.66,7441.19,610.65,610.65,610.65,610.65
12113.1,12113.1,4551.58,5222.04,611.069,611.069,611.069,611.069
9932.37,9932.37,3367.43,3961.05,611.488,611.488,611.488,611.488
8352.75,8352.75,2436.38,2923.79,611.906,611.906,611.906,611.906
6560.7,6560.7,1823.96,2166.75,612.325,612.325,612.325,612.325
5672.59,5672.59,1277.09,1484.28,612.744,612.744,612.744,612.744
4920.07,4920.07,1080.48,1197.28,613.162,613.162,613.162,613.162
4725.72,4725.72,1170.87,1258.3,613.581,613.581,613.581,613.581
0.04,0.04,0.25,0.14,614.8938,614.8938,614.3096,614.3579
17444.03,17444.03,7055.46,8116.88,614.418,614.418,614.418,614.418
23235.97,23235.97,9932.22,11504.36,614.836,614.836,614.836,614.836
22119.62,22119.62,9414.72,10806.07,615.255,615.255,615.255,615.255
16657.61,16657.61,6743.61,7938.35,615.673,615.673,615.673,615.673
14953.7,14953.7,5979.79,7061.54,616.091,616.091,616.091,616.091
16024.86,16024.86,6327.8,7301.08,616.51,616.51,616.51,616.51
15615.83,15615.83,6070.18,7086.4,616.928,616.928,616.928,616.928
12978.61,12978.61,4664.57,5694.34,617.346,617.346,617.346,617.346
10348.17,10348.17,3338.05,4055.97,617.764,617.764,617.764,617.764
10115.41,10115.41,2508.69,2799.5,618.182,618.182,618.182,618.182
9774.18,9774.18,1914.36,2191.61,618.6,618.6,618.6,618.6
8940.3,8940.3,1401.38,1624.39,619.017,619.017,619.017,619.017
7329.04,7329.04,1155.05,1213.1,619.435,619.435,619.435,619.435
6199.13,6199.13,874.84,921.59,619.853,619.853,619.853,619.853
5674.85,5674.85,696.31,804.07,620.271,620.271,620.271,620.271
5166.39,5166.39,700.83,776.96,620.688,620.688,620.688,620.688
4725.72,4725.72,703.09,808.59,621.106,621.106,621.106,621.106
5073.74,5073.74,1175.39,1402.93,621.523,621.523,621.523,621.523
6262.41,6262.41,1930.18,2189.35,621.941,621.941,621.941,621.941
7175.38,7175.38,2343.72,2731.71,622.358,622.358,622.358,622.358
6368.62,6368.62,2070.28,2347.54,622.775,622.775,622.775,622.775
5340.4,5340.4,1613.8,1852.63,623.193,623.193,623.193,623.193
4538.16,4538.16,1222.85,1543.04,623.61,623.61,623.61,623.61
3876.03,3876.03,1075.96,1244.74,624.027,624.027,624.027,624.027
3383.39,3383.39,825.12,865.09,624.444,624.444,624.444,624.444
3177.74,3177.74,712.13,804.07,624.861,624.861,624.861,624.861
3030.85,3030.85,587.84,593.91,625.278,625.278,625.278,625.278
2949.5,2949.5,558.46,578.09,625.695,625.695,625.695,625.695
3839.87,3839.87,892.91,1030.06,626.112,626.112,626.112,626.112
8036.37,8036.37,2700.78,3127.18,626.529,626.529,626.529,626.529
12144.74,12144.74,4646.49,5570.05,626.945,626.945,626.945,626.945
14011.35,14011.35,5615.95,6666.07,627.362,627.362,627.362,627.362
11706.33,11706.33,4623.89,5357.63,627.779,627.779,627.779,627.779
8969.68,8969.68,3380.98,3861.62,628.195,628.195,628.195,628.195
7225.09,7225.09,2486.09,2953.17,628.612,628.612,628.612,628.612
6400.26,6400.26,1936.95,2230.03,629.028,629.028,629.028,629.028
5335.88,5335.88,1394.6,1585.98,629.444,629.444,629.444,629.444
4662.45,4662.45,1012.69,1147.57,629.861,629.861,629.861,629.861
4759.62,4759.62,1132.46,1308.02,630.277,630.277,630.277,630.277
4999.16,4999.16,1403.64,1644.73,630.693,630.693,630.693,630.693
5602.54,5602.54,1674.81,1807.44,631.109,631.109,631.109,631.109
6305.34,6305.34,1597.98,1703.49,631.526,631.526,631.526,631.526
7324.52,7324.52,1322.28,1389.37,631.942,631.942,631.942,631.942
8049.93,8049.93,1195.73,1301.24,632.358,632.358,632.358,632.358
7460.11,7460.11,1213.81,1235.7,632.773,632.773,632.773,632.773
7527.91,7527.91,1620.58,1863.93,633.189,633.189,633.189,633.189
8587.77,8587.77,2427.34,2697.81,633.605,633.605,633.605,633.605
9428.42,9428.42,2818.29,3258.25,634.021,634.021,634.021,634.021
8126.76,8126.76,2696.26,3030.01,634.437,634.437,634.437,634.437
6386.7,6386.7,1941.47,2354.32,634.852,634.852,634.852,634.852
5358.47,5358.47,1683.85,1836.82,635.268,635.268,635.268,635.268
4671.49,4671.49,1315.5,1477.5,635.683,635.683,635.683,635.683
4070.37,4070.37,1008.17,1219.88,636.099,636.099,636.099,636.099
3790.15,3790.15,748.29,928.37,636.514,636.514,636.514,636.514
3602.59,3602.59,777.66,808.59,636.929,636.929,636.929,636.929
3726.88,3726.88,707.61,842.49,637.345,637.345,637.345,637.345
4671.49,4671.49,1320.02,1436.83,637.76,637.76,637.76,637.76
11005.78,11005.78,4199.04,4846.91,638.175,638.175,638.175,638.175
17866.62,17866.62,7539.07,8681.83,638.59,638.59,638.59,638.59
21423.59,21423.59,9041.85,10661.44,639.005,639.005,639.005,639.005
18305.03,18305.03,7749.23,8968.83,639.42,639.42,639.42,639.42
16368.35,16368.35,6700.67,7825.36,639.835,639.835,639.835,639.835
19385.22,19385.22,8108.54,9429.84,640.25,640.25,640.25,640.25
21554.66,21554.66,9055.41,10530.37,640.665,640.665,640.665,640.665
19821.37,19821.37,8526.61,9875.02,641.08,641.08,641.08,641.08
14876.87,14876.87,6167.35,7188.09,641.494,641.494,641.494,641.494
11148.15,11148.15,4364.01,4871.76,641.909,641.909,641.909,641.909
8931.26,8931.26,3184.38,3640.16,642.323,642.323,642.323,642.323
7069.16,7069.16,2174.24,2600.64,642.738,642.738,642.738,642.738
5638.69,5638.69,1525.67,1671.85,643.152,643.152,643.152,643.152
4892.95,4892.95,1060.14,1167.91,643.567,643.567,643.567,643.567
4664.71,4664.71,868.06,932.89,643.981,643.981,643.981,643.981
4296.36,4296.36,730.21,808.59,644.395,644.395,644.395,644.395
4242.12,4242.12,628.51,673.0,644.81,644.81,644.81,644.81
4043.26,4043.26,569.76,639.11,645.224,645.224,645.224,645.224
4393.53,4393.53,531.34,584.87,645.638,645.638,645.638,645.638
4572.05,4572.05,675.97,688.82,646.052,646.052,646.052,646.052
4877.13,4877.13,664.67,659.45,646.466,646.466,646.466,646.466
6336.98,6336.98,655.63,781.48,646.88,646.88,646.88,646.88
7977.62,7977.62,666.93,790.52,647.294,647.294,647.294,647.294
8761.78,8761.78,741.51,889.95,647.708,647.708,647.708,647.708
7640.9,7640.9,678.23,720.46,648.121,648.121,648.121,648.121
7168.6,7168.6,746.03,743.06,648.535,648.535,648.535,648.535
6705.33,6705.33,633.03,722.72,648.949,648.949,648.949,648.949
6391.22,6391.22,696.31,673.0,649.362,649.362,649.362,649.362
6418.33,6418.33,675.97,831.19,649.776,649.776,649.776,649.776
7227.35,7227.35,1150.53,1210.84,650.189,650.189,650.189,650.189
10655.51,10655.51,2730.15,3075.2,650.603,650.603,650.603,650.603
13462.22,13462.22,3862.33,4602.85,651.016,651.016,651.016,651.016
14275.75,14275.75,4323.33,4953.12,651.429,651.429,651.429,651.429
11699.55,11699.55,3557.25,4173.48,651.842,651.842,651.842,651.842
9356.11,9356.11,2623.94,3102.32,652.256,652.256,652.256,652.256
8359.53,8359.53,2307.57,2437.93,652.669,652.669,652.669,652.669
8664.6,8664.6,2411.52,2772.38,653.082,653.082,653.082,653.082
9464.58,9464.58,2958.4,3387.06,653.495,653.495,653.495,653.495
10382.07,10382.07,3150.48,3755.41,653.908,653.908,653.908,653.908
9191.14,9191.14,2777.61,3269.55,654.321,654.321,654.321,654.321
7663.5,7663.5,2126.78,2557.7,654.733,654.733,654.733,654.733
6517.77,6517.77,1690.63,1920.43,655.146,655.146,655.146,655.146
5787.84,5787.84,1362.96,1640.21,655.559,655.559,655.559,655.559
4868.09,4868.09,994.61,1201.8,655.972,655.972,655.972,655.972
4255.68,4255.68,816.08,953.22,656.384,656.384,656.384,656.384
3808.23,3808.23,630.77,756.62,656.797,656.797,656.797,656.797
3415.02,3415.02,603.66,686.56,657.209,657.209,657.209,657.209
3155.14,3155.14,542.64,627.81,657.622,657.622,657.622,657.622
3272.65,3272.65,635.29,593.91,658.034,658.034,658.034,658.034
3216.16,3216.16,508.74,650.41,658.446,658.446,658.446,658.446
3530.27,3530.27,479.37,623.29,658.858,658.858,658.858,658.858
4318.95,4318.95,759.58,887.69,659.271,659.271,659.271,659.271
7053.35,7053.35,1765.21,2101.22,659.683,659.683,659.683,659.683
10384.33,10384.33,3062.35,3579.14,660.095,660.095,660.095,660.095
12223.83,12223.83,3997.92,4449.18,660.507,660.507,660.507,660.507
11182.05,11182.05,3677.02,4245.79,660.919,660.919,660.919,660.919
9525.6,9525.6,2922.24,3527.17,661.331,661.331,661.331,661.331
7521.13,7521.13,2289.49,2498.95,661.742,661.742,661.742,661.742
6845.44,6845.44,1726.79,2035.68,662.154,662.154,662.154,662.154
5455.65,5455.65,1249.97,1561.12,662.566,662.566,662.566,662.566
4572.05,4572.05,953.93,1111.41,662.977,662.977,662.977,662.977
4246.64,4246.64,838.68,887.69,663.389,663.389,663.389,663.389
3925.74,3925.74,599.14,745.32,663.801,663.801,663.801,663.801
3308.81,3308.81,612.7,616.51,664.212,664.212,664.212,664.212
3064.75,3064.75,594.62,596.17,664.623,664.623,664.623,664.623
2899.78,2899.78,479.37,462.84,665.035,665.035,665.035,665.035
2606.0,2606.0,434.17,480.92,665.446,665.446,665.446,665.446
2716.74,2716.74,481.63,451.54,665.857,665.857,665.857,665.857
3044.41,3044.41,547.16,517.08,666.269,666.269,666.269,666.269
4368.67,4368.67,551.68,715.94,666.68,666.68,666.68,666.68
6081.62,6081.62,802.52,842.49,667.091,667.091,667.091,667.091
8655.56,8655.56,1625.1,1891.05,667.502,667.502,667.502,667.502
11796.72,11796.72,3112.07,3622.08,667.913,667.913,667.913,667.913
13832.83,13832.83,4330.11,4968.94,668.324,668.324,668.324,668.324
13478.04,13478.04,4305.25,5086.45,668.734,668.734,668.734,668.734
10854.38,10854.38,3394.54,4123.76,669.145,669.145,669.145,669.145
8416.02,8416.02,2549.37,2966.73,669.556,669.556,669.556,669.556
7084.98,7084.98,2058.99,2358.84,669.966,669.966,669.966,669.966
5573.16,5573.16,1570.86,1698.97,670.377,670.377,670.377,670.377
4924.59,4924.59,1159.57,1432.31,670.788,670.788,670.788,670.788
4535.9,4535.9,1288.38,1308.02,671.198,671.198,671.198,671.198
6090.66,6090.66,2063.51,2456.01,671.608,671.608,671.608,671.608
8345.97,8345.97,3096.25,3531.69,672.019,672.019,672.019,672.019
9808.08,9808.08,3394.54,4024.33,672.429,672.429,672.429,672.429
11057.76,11057.76,2967.44,3570.1,672.839,672.839,672.839,672.839
11563.96,11563.96,2323.39,2856.0,673.249,673.249,673.249,673.249
10641.95,10641.95,1964.07,2232.29,673.66,673.66,673.66,673.66
8280.43,8280.43,1410.41,1685.41,674.07,674.07,674.07,674.07
6352.8,6352.8,1071.44,1285.42,674.48,674.48,674.48,674.48
5044.36,5044.36,974.27,923.85,674.89,674.89,674.89,674.89
4190.14,4190.14,829.64,797.3,675.299,675.299,675.299,675.299
3476.04,3476.04,617.22,634.59,675.709,675.709,675.709,675.709
3143.84,3143.84,531.34,677.52,676.119,676.119,676.119,676.119
2935.94,2935.94,497.44,499.0,676.529,676.529,676.529,676.529
2755.15,2755.15,515.52,521.6,676.938,676.938,676.938,676.938
2648.94,2648.94,465.81,530.64,677.348,677.348,677.348,677.348
2757.41,2757.41,504.22,521.6,677.757,677.757,677.757,677.757
3112.21,3112.21,538.12,557.75,678.167,678.167,678.167,678.167
3035.37,3035.37,508.74,494.48,678.576,678.576,678.576,678.576
2895.26,2895.26,477.11,510.3,678.986,678.986,678.986,678.986
2818.43,2818.43,533.6,514.82,679.395,679.395,679.395,679.395
2398.1,2398.1,470.33,528.38,679.804,679.804,679.804,679.804
2264.77,2264.77,434.17,392.79,680.213,680.213,680.213,680.213
2131.44,2131.44,404.79,392.79,680.622,680.622,680.622,680.622
1970.99,1970.99,429.65,361.15,681.032,681.032,681.032,681.032
1747.27,1747.27,355.08,376.97,681.441,681.441,681.441,681.441
1998.11,1998.11,481.63,419.9,681.849,681.849,681.849,681.849
2707.7,2707.7,486.15,428.94,682.258,682.258,682.258,682.258
4915.55,4915.55,529.08,650.41,682.667,682.667,682.667,682.667
7419.44,7419.44,696.31,720.46,683.076,683.076,683.076,683.076
8651.04,8651.04,748.29,858.31,683.485,683.485,683.485,683.485
7491.75,7491.75,694.05,749.84,683.893,683.893,683.893,683.893
6111.0,6111.0,673.71,754.36,684.302,684.302,684.302,684.302
5747.17,5747.17,682.75,589.39,684.71,684.71,684.71,684.71
5543.78,5543.78,581.06,659.45,685.119,685.119,685.119,685.119
5060.18,5060.18,592.36,634.59,685.527,685.527,685.527,685.527
4472.62,4472.62,434.17,512.56,685.936,685.936,685.936,685.936
4160.77,4160.77,515.52,564.53,686.344,686.344,686.344,686.344
4269.24,4269.24,501.96,611.99,686.752,686.752,686.752,686.752
5243.22,5243.22,585.58,643.63,687.16,687.16,687.16,687.16
6420.59,6420.59,673.71,661.71,687.568,687.568,687.568,687.568
9290.57,9290.57,707.61,822.15,687.976,687.976,687.976,687.976
12194.45,12194.45,865.8,971.3,688.384,688.384,688.384,688.384
13767.29,13767.29,922.29,1011.98,688.792,688.792,688.792,688.792
12648.68,12648.68,899.69,1014.24,689.2,689.2,689.2,689.2
9261.2,9261.2,755.06,774.7,689.608,689.608,689.608,689.608
6614.94,6614.94,630.77,639.11,690.016,690.016,690.016,690.016
5010.46,5010.46,596.88,605.21,690.423,690.423,690.423,690.423
3735.92,3735.92,522.3,480.92,690.831,690.831,690.831,690.831
3028.59,3028.59,488.41,521.6,691.239,691.239,691.239,691.239
2531.43,2531.43,420.61,492.22,691.646,691.646,691.646,691.646
2316.75,2316.75,488.41,487.7,692.054,692.054,692.054,692.054
3082.83,3082.83,761.84,847.01,692.461,692.461,692.461,692.461
4813.86,4813.86,1536.97,1809.7,692.868,692.868,692.868,692.868
6736.97,6736.97,2366.32,2801.76,693.276,693.276,693.276,693.276
7586.66,7586.66,2684.96,3289.89,693.683,693.683,693.683,693.683
6472.57,6472.57,2420.56,2993.85,694.09,694.09,694.09,694.09
4992.38,4992.38,1819.44,2173.53,694.497,694.497,694.497,694.497
3900.89,3900.89,1489.51,1561.12,694.904,694.904,694.904,694.904
3005.99,3005.99,1066.92,1154.35,695.311,695.311,695.311,695.311
2413.92,2413.92,825.12,955.48,695.718,695.718,695.718,695.718
2036.53,2036.53,700.83,711.42,696.125,696.125,696.125,696.125
1830.88,1830.88,558.46,600.69,696.532,696.532,696.532,696.532
1754.05,1754.05,492.92,528.38,696.938,696.938,696.938,696.938
2183.42,2183.42,445.47,546.45,697.345,697.345,697.345,697.345
2926.9,2926.9,522.3,578.09,697.752,697.752,697.752,697.752
3146.1,3146.1,492.92,460.58,698.158,698.158,698.158,698.158
3290.73,3290.73,515.52,442.5,698.565,698.565,698.565,698.565
2967.58,2967.58,411.57,546.45,698.971,698.971,698.971,698.971
2617.3,2617.3,431.91,514.82,699.378,699.378,699.378,699.378
2325.79,2325.79,452.25,413.12,699.784,699.784,699.784,699.784
1955.17,1955.17,447.73,489.96,700.19,700.19,700.19,700.19
1688.51,1688.51,459.03,440.24,700.596,700.596,700.596,700.596
1785.69,1785.69,511.0,496.74,701.003,701.003,701.003,701.003
1622.98,1622.98,533.6,535.16,701.409,701.409,701.409,701.409
1970.99,1970.99,567.5,582.61,701.815,701.815,701.815,701.815
2472.68,2472.68,746.03,842.49,702.221,702.221,702.221,702.221
5123.45,5123.45,2088.36,2390.47,702.627,702.627,702.627,702.627
17256.47,17256.47,7760.53,8959.79,703.032,703.032,703.032,703.032
34652.62,34652.62,16295.9,18916.59,703.438,703.438,703.438,703.438
45705.44,45705.44,21672.03,25088.18,703.844,703.844,703.844,703.844
42557.5,42557.5,20424.6,23770.7,704.25,704.25,704.25,704.25
31319.37,31319.37,14664.3,17282.74,704.655,704.655,704.655,704.655
21733.19,21733.19,10341.25,11761.98,705.061,705.061,705.061,705.061
14693.82,14693.82,6693.89,8053.6,705.466,705.466,705.466,705.466
9921.07,9921.07,4614.85,5368.93,705.872,705.872,705.872,705.872
7071.42,7071.42,3258.95,3732.81,706.277,706.277,706.277,706.277
4987.86,4987.86,2316.61,2627.76,706.682,706.682,706.682,706.682
3539.31,3539.31,1629.62,1796.14,707.088,707.088,707.088,707.088
2567.59,2567.59,1130.2,1289.94,707.493,707.493,707.493,707.493
1980.03,1980.03,840.94,910.29,707.898,707.898,707.898,707.898
1564.22,1564.22,560.72,688.82,708.303,708.303,708.303,708.303
1326.94,1326.94,454.51,510.3,708.708,708.708,708.708,708.708
1261.41,1261.41,409.31,492.22,709.113,709.113,709.113,709.113
1200.39,1200.39,391.23,447.02,709.518,709.518,709.518,709.518
1159.72,1159.72,413.83,410.86,709.923,709.923,709.923,709.923
1141.64,1141.64,359.6,390.53,710.328,710.328,710.328,710.328
1114.52,1114.52,318.92,315.95,710.732,710.732,710.732,710.732
1324.68,1324.68,427.39,352.11,711.137,711.137,711.137,711.137
2565.33,2565.33,463.55,501.26,711.542,711.542,711.542,711.542
4994.64,4994.64,470.33,528.38,711.946,711.946,711.946,711.946
7399.1,7399.1,633.03,648.15,712.351,712.351,712.351,712.351
7873.66,7873.66,594.62,625.55,712.755,712.755,712.755,712.755
6558.44,6558.44,590.1,630.07,713.159,713.159,713.159,713.159
4879.39,4879.39,504.22,474.14,713.564,713.564,713.564,713.564
3674.9,3674.9,449.99,456.06,713.968,713.968,713.968,713.968
2838.77,2838.77,355.08,419.9,714.372,714.372,714.372,714.372
2303.19,2303.19,420.61,363.41,714.776,714.776,714.776,714.776
1948.4,1948.4,314.4,451.54,715.18,715.18,715.18,715.18
1824.1,1824.1,384.45,474.14,715.584,715.584,715.584,715.584
1532.59,1532.59,375.41,392.79,715.988,715.988,715.988,715.988
1381.18,1381.18,368.63,356.63,716.392,716.392,716.392,716.392
1403.78,1403.78,388.97,390.53,716.796,716.796,716.796,716.796
1365.36,1365.36,398.01,485.44,717.2,717.2,717.2,717.2
1593.6,1593.6,551.68,578.09,717.603,717.603,717.603,717.603
1428.63,1428.63,479.37,596.17,718.007,718.007,718.007,718.007
1304.34,1304.34,443.21,510.3,718.411,718.411,718.411,718.411
1184.57,1184.57,513.26,499.0,718.814,718.814,718.814,718.814
1078.36,1078.36,413.83,392.79,719.218,719.218,719.218,719.218
994.75,994.75,355.08,349.85,719.621,719.621,719.621,719.621
997.01,997.01,377.67,404.09,720.024,720.024,720.024,720.024
1021.87,1021.87,386.71,392.79,720.428,720.428,720.428,720.428
1087.4,1087.4,370.89,413.12,720.831,720.831,720.831,720.831
1035.42,1035.42,361.85,356.63,721.234,721.234,721.234,721.234
960.85,960.85,323.44,383.75,721.637,721.637,721.637,721.637
990.23,990.23,361.85,370.19,722.04,722.04,722.04,722.04
1055.76,1055.76,348.3,370.19,722.443,722.443,722.443,722.443
1274.97,1274.97,391.23,483.18,722.846,722.846,722.846,722.846
1247.85,1247.85,436.43,315.95,723.249,723.249,723.249,723.249
1270.45,1270.45,479.37,428.94,723.652,723.652,723.652,723.652
